type, source, target, ability, aid, hitType, amount, notes, timestamp
cast, 3, 56, Tiger Palm, 100787, , , , 1323350
damage, 3, 56, Tiger Palm, 100787, 1, 6635, 0, 1323351
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1323369
heal, 3, 3, Leech, 143924, 1, 0, , 1323499
cast, 56, 3, Melee, 1, , , , 1323589
absorbed, 3, 3, Stance of the Sturdy Ox, 115069, , 118098, , 1323589
absorbed, 3, 3, Guard, 115295, , 97239, , 1323589
damage, 56, 3, Melee, 1, 1, 0, 215337, 1323589
removedebuff, 3, 3, Light Stagger, 124275, , , , 1323589
applydebuff, 3, 3, Moderate Stagger, 124274, , , , 1323592
absorbed, 3, 3, Guard, 115295, , 17531, , 1323595
damage, 3, 3, Stagger, 124255, 3, 0, 17531, 1323595
heal, 11, 3, Eternal Flame, 156322, 1, 0, , 1323844
applybuff, 11, 3, Illuminated Healing, 86273, , , , 1323909
heal, 1, 3, Healing Rain, 73921, 1, 0, , 1323936
heal, 1, 3, Healing Rain, 73921, 1, 0, ms, 1323936
cast, 1, 3, Chain Heal, 1064, , , , 1324038
heal, 1, 3, Chain Heal, 1064, 2, 0, , 1324039
removebuff, 2, 3, Moonkin Aura, 24907, , , , 1324334
energize, 3, 3, Jab, 108557, , 1, , 1324395
cast, 3, 56, Jab, 108557, , , , 1324397
energize, 3, 3, Chi Sphere, 121283, , 1, , 1324398
removebuff, 3, 3, Power Strikes, 129914, , , , 1324398
damage, 3, 56, Jab, 108557, 2, 5246, 0, 1324401
cast, 3, 56, Melee, 1, , , , 1324489
damage, 3, 56, Melee, 1, 1, 6252, 0, 1324489
heal, 1, 3, Riptide, 61295, 1, 0, , 1324589
heal, 1, 3, Riptide, 61295, 1, 0, ms, 1324589
absorbed, 11, 3, Illuminated Healing, 86273, , 302, , 1324589
absorbed, 3, 3, Guard, 115295, , 17229, , 1324589
removebuff, 11, 3, Illuminated Healing, 86273, , , , 1324621
damage, 3, 3, Stagger, 124255, 3, 0, 17531, 1324623
absorbed, 3, 3, Stance of the Sturdy Ox, 115069, , 12133, , 1324689
absorbed, 3, 3, Guard, 115295, , 9990, , 1324689
damage, 57, 3, Aftershock, 157853, 3, 0, 22123, 1324690
removedebuff, 57, 3, Aftershock, 157853, , , , 1324690
heal, 3, 3, Leech, 143924, 1, 0, , 1324733
heal, 3, 3, Zen Sphere, 124081, 2, 0, , 1324832
damage, 3, 56, Zen Sphere, 124098, 1, 729, 0, 1324832
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1324923
cast, 56, 3, Melee, 1, , , , 1325087
damage, 56, 3, Melee, 1, 7, 0, 0, 1325087
cast, 3, , Gift of the Ox, 178173, , , , 1325326
energize, 3, 3, Jab, 108557, , 1, , 1325359
cast, 3, 56, Jab, 108557, , , , 1325361
damage, 3, 56, Jab, 108557, 1, 2528, 0, 1325368
removebuff, 3, 3, Archmage's Incandescence, 177161, , , , 1325390
heal, 11, 3, Eternal Flame, 156322, 1, 0, , 1325392
applybuff, 11, 3, Illuminated Healing, 86273, , , , 1325423
removedebuff, 3, 3, Moderate Stagger, 124274, , , , 1325554
cast, 3, , Purifying Brew, 119582, , , , 1325558
heal, 3, 3, Leech, 143924, 1, 0, , 1325909
cast, 1, 3, Chain Heal, 1064, , , , 1326308
heal, 1, 3, Chain Heal, 1064, 1, 0, , 1326308
refreshbuff, 3, 3, Tiger Power, 125359, , , , 1326372
cast, 3, 56, Tiger Palm, 100787, , , , 1326373
damage, 3, 56, Tiger Palm, 100787, 1, 6369, 0, 1326373
cast, 3, 56, Melee, 1, , , , 1326402
damage, 3, 56, Melee, 1, 1, 5788, 0, 1326402
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1326466
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1326762
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1326762
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1326762
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1326763
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1326763
heal, 3, 3, Zen Sphere, 124081, 1, 0, , 1326844
damage, 3, 56, Zen Sphere, 124098, 1, 676, 0, 1326846
heal, 11, 3, Eternal Flame, 156322, 1, 0, , 1326932
heal, 11, 3, Eternal Flame, 156322, 2, 0, ms, 1326932
refreshbuff, 11, 3, Illuminated Healing, 86273, , , , 1326948
refreshbuff, 11, 3, Illuminated Healing, 86273, , , , 1326948
heal, 1, 3, Riptide, 61295, 1, 0, , 1326974
heal, 1, 3, Riptide, 61295, 1, 0, ms, 1326974
heal, 3, 3, Leech, 143924, 1, 0, , 1327136
removebuff, 3, 3, Elusive Brew, 115308, , , , 1327353
heal, 12, 3, Atonement, 81751, 1, 0, , 1327908
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1328005
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1328400
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1328400
heal, 11, 3, Eternal Flame, 156322, 1, 0, , 1328473
refreshbuff, 11, 3, Illuminated Healing, 86273, , , , 1328509
removedebuff, 57, 3, Shattered Vertebrae, 157139, , , , 1328655
heal, 3, 3, Zen Sphere, 124081, 2, 0, , 1328810
damage, 3, 56, Zen Sphere, 124098, 1, 676, 0, 1328810
heal, 3, 3, Leech, 143924, 1, 0, , 1329170
heal, 1, 3, Riptide, 61295, 1, 0, , 1329415
heal, 1, 3, Riptide, 61295, 1, 0, ms, 1329415
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1329517
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1329517
heal, 11, 3, Eternal Flame, 156322, 1, 0, , 1330048
refreshbuff, 11, 3, Illuminated Healing, 86273, , , , 1330048
applydebuff, 3, 3, Light Stagger, 124275, , , , 1330422
absorbed, 3, 3, Stance of the Sturdy Ox, 115069, , 25888, , 1330424
absorbed, 11, 3, Illuminated Healing, 86273, , 1390, , 1330424
absorbed, 3, 3, Guard, 115295, , 19927, , 1330424
removebuff, 11, 3, Illuminated Healing, 86273, , , , 1330424
damage, 56, 3, Skullcracker, 153470, 3, 0, 47205, 1330426
cast, 1, 3, Riptide, 61295, , , , 1330531
heal, 1, 3, Riptide, 61295, 1, 0, , 1330531
refreshbuff, 1, 3, Riptide, 61295, , , , 1330531
applydebuff, 57, 3, Body Slam, 156892, , , , 1330573
cast, 3, , Gift of the Ox, 178173, , , , 1330815
heal, 3, 3, Zen Sphere, 124081, 1, 0, , 1330816
damage, 3, 56, Zen Sphere, 124098, 1, 676, 0, 1330816
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1331121
cast, 3, 14, Zen Sphere, 124081, , , , 1331122
applybuff, 3, 14, Zen Sphere, 124081, , , , 1331124
heal, 3, 3, Leech, 143924, 1, 0, , 1331168
cast, 56, 3, Melee, 1, , , , 1331367
absorbed, 3, 3, Stance of the Sturdy Ox, 115069, , 95885, , 1331367
absorbed, 3, 3, Guard, 115295, , 70879, , 1331367
removebuff, 3, 3, Guard, 115295, , , , 1331368
removebuff, 12, 3, Prayer of Mending, 41635, , , , 1331371
damage, 56, 3, Melee, 1, 1, 8070, 166764, 1331372
heal, 12, 3, Prayer of Mending, 33110, 2, 8070, , 1331372
heal, 12, 3, Prayer of Mending, 33110, 1, 0, ms, 1331373
heal, 1, 3, Earth Shield, 379, 1, 0, , 1331393
heal, 1, 3, Earth Shield, 379, 1, 0, ms, 1331393
cast, 3, 56, Melee, 1, , , , 1331393
applybuff, 12, 3, Divine Aegis, 47753, , , , 1331393
damage, 3, 56, Melee, 1, 1, 5824, 0, 1331395
absorbed, 12, 3, Divine Aegis, 47753, , 12178, , 1331414
damage, 3, 3, Stagger, 124255, 3, 0, 12178, 1331414
heal, 11, 3, Eternal Flame, 156322, 1, 0, , 1331620
applybuff, 11, 3, Illuminated Healing, 86273, , , , 1331630
heal, 1, 3, Riptide, 61295, 2, 0, , 1331854
cast, 3, 56, Blackout Kick, 100784, , , , 1332112
damage, 3, 56, Blackout Kick, 100784, 2, 23125, 0, 1332113
heal, 3, 3, Leech, 143924, 1, 0, , 1332396
absorbed, 11, 3, Illuminated Healing, 86273, , 302, , 1332414
absorbed, 12, 3, Divine Aegis, 47753, , 3162, , 1332414
removebuff, 12, 3, Divine Aegis, 47753, , , , 1332415
removebuff, 11, 3, Illuminated Healing, 86273, , , , 1332415
damage, 3, 3, Stagger, 124255, 1, 8714, 3464, 1332417
heal, 11, 3, Beacon of Light, 53652, 1, 1184, , 1332623
heal, 3, 3, Zen Sphere, 124081, 1, 1509, , 1332824
heal, 3, 3, Zen Sphere, 124081, 1, 453, ms, 1332824
damage, 3, 56, Zen Sphere, 124098, 1, 676, 0, 1332824
cast, 56, 3, Melee, 1, , , , 1332858
absorbed, 3, 3, Stance of the Sturdy Ox, 115069, , 72891, , 1332858
damage, 56, 3, Melee, 1, 1, 60017, 72891, 1332858
heal, 11, 3, Eternal Flame, 156322, 2, 2606, , 1333177
applybuff, 11, 3, Illuminated Healing, 86273, , , , 1333177
heal, 3, 14, Zen Sphere, 124081, 1, 676, , 1333180
damage, 3, 56, Zen Sphere, 124098, 1, 675, 0, 1333181
cast, 3, 56, Melee, 1, , , , 1333319
damage, 3, 56, Melee, 1, 1, 5672, 0, 1333319
removedebuff, 3, 3, Light Stagger, 124275, , , , 1333443
applydebuff, 3, 3, Moderate Stagger, 124274, , , , 1333445
absorbed, 11, 3, Illuminated Healing, 86273, , 604, , 1333447
removebuff, 11, 3, Illuminated Healing, 86273, , , , 1333448
damage, 3, 3, Stagger, 124255, 1, 16427, 604, 1333449
damage, 3, 56, Zen Sphere, 124098, 1, 203, ms, 1333473
heal, 3, 3, Leech, 143924, 1, 170, , 1333641
heal, 11, 3, Beacon of Light, 53652, 1, 14786, , 1333778
damage, 3, 56, Zen Sphere, 124098, 1, 202, ms, 1333809
applybuff, 3, 3, Power Strikes, 129914, , , , 1333902
refreshbuff, 3, 3, Tiger Power, 125359, , , , 1334085
cast, 3, 56, Tiger Palm, 100787, , , , 1334085
damage, 3, 56, Tiger Palm, 100787, 2, 12704, 0, 1334086
heal, 11, 3, Beacon of Light, 53652, 1, 592, , 1334176
heal, 1, 3, Riptide, 61295, 1, 3372, , 1334296
cast, 56, 3, Melee, 1, , , , 1334411
absorbed, 3, 3, Stance of the Sturdy Ox, 115069, , 73640, , 1334411
damage, 56, 3, Melee, 1, 1, 60633, 73640, 1334413
damage, 3, 3, Stagger, 124255, 1, 22692, 0, 1334441
heal, 12, 3, Atonement, 81751, 1, 6079, , 1334515
removedebuff, 57, 3, Body Slam, 156892, , , , 1334614
heal, 11, 3, Eternal Flame, 156322, 2, 2606, , 1334687
applybuff, 11, 3, Illuminated Healing, 86273, , , , 1334687
cast, 3, , Gift of the Ox, 178173, , , , 1334743
heal, 3, 3, Zen Sphere, 124081, 1, 1820, , 1334818
heal, 3, 3, Zen Sphere: Detonate, 124101, 1, 20517, , 1334819
removebuff, 3, 3, Zen Sphere, 124081, , , , 1334820
damage, 3, 56, Zen Sphere, 124098, 1, 675, 0, 1334859
damage, 3, 56, Zen Sphere: Detonate, 125033, 1, 8892, 0, 1334859
heal, 3, 50, Zen Sphere: Detonate, 124101, 1, 7626, , 1334859
heal, 3, 14, Zen Sphere: Detonate, 124101, 1, 7626, , 1334859
heal, 3, 7, Zen Sphere: Detonate, 124101, 1, 0, , 1334859
heal, 3, 18, Zen Sphere: Detonate, 124101, 1, 0, , 1334859
heal, 3, 16, Zen Sphere: Detonate, 124101, 1, 7626, , 1334859
heal, 3, 53, Zen Sphere: Detonate, 124101, 1, 0, , 1334859
heal, 3, 3, Leech, 143924, 1, 221, , 1334860
heal, 2, 3, Ysera's Gift, 145110, 1, 12797, , 1334864
heal, 3, 14, Zen Sphere, 124081, 1, 677, , 1335137
damage, 3, 56, Zen Sphere, 124098, 2, 1352, 0, 1335138
damage, 3, 56, Zen Sphere, 124098, 1, 202, ms, 1335162
absorbed, 11, 3, Illuminated Healing, 86273, , 604, , 1335457
removebuff, 11, 3, Illuminated Healing, 86273, , , , 1335457
damage, 3, 3, Stagger, 124255, 1, 22088, 604, 1335459
heal, 11, 3, Beacon of Light, 53652, 1, 6631, , 1335491
removedebuff, 3, 3, Moderate Stagger, 124274, , , , 1335494
cast, 3, , Purifying Brew, 119582, , , , 1335497
heal, 11, 3, Beacon of Light, 53652, 1, 592, , 1335713
heal, 12, 3, Atonement, 94472, 2, 147, , 1335749
applybuff, 12, 3, Divine Aegis, 47753, , , , 1335767
heal, 3, 3, Leech, 143924, 1, 1371, , 1336059
applydebuff, 57, 3, Shattered Vertebrae, 157139, , , , 1336059
applydebuff, 57, 3, Aftershock, 157853, , , , 1336065
heal, 11, 3, Eternal Flame, 156322, 1, 1303, , 1336181
heal, 11, 3, Eternal Flame, 156322, 2, 781, ms, 1336181
applybuff, 11, 3, Illuminated Healing, 86273, , , , 1336198
refreshbuff, 11, 3, Illuminated Healing, 86273, , , , 1336199
heal, 12, 3, Penance, 47750, 1, 28048, , 1336353
cast, 56, 3, Melee, 1, , , , 1336383
absorbed, 3, 3, Stance of the Sturdy Ox, 115069, , 130181, , 1336383
absorbed, 12, 3, Divine Aegis, 47753, , 211, , 1336383
absorbed, 11, 3, Illuminated Healing, 86273, , 483, , 1336383
removebuff, 12, 3, Divine Aegis, 47753, , , , 1336383
removebuff, 11, 3, Illuminated Healing, 86273, , , , 1336383
damage, 56, 3, Melee, 1, 1, 106493, 130875, 1336387
heal, 1, 3, Earth Shield, 379, 2, 10114, , 1336411
applydebuff, 3, 3, Moderate Stagger, 124274, , , , 1336496
damage, 3, 3, Stagger, 124255, 1, 13018, 0, 1336498
heal, 1, 3, Riptide, 61295, 1, 4064, , 1336702
cast, 3, 56, Melee, 1, , , , 1336761
damage, 3, 56, Melee, 1, 1, 5724, 0, 1336761
heal, 3, 14, Zen Sphere, 124081, 1, 0, , 1337111
heal, 3, 14, Zen Sphere, 124081, 2, 0, ms, 1337111
damage, 3, 56, Zen Sphere, 124098, 1, 676, 0, 1337112
heal, 12, 3, Penance, 47750, 1, 25552, , 1337194
heal, 11, 3, Beacon of Light, 53652, 1, 593, , 1337251
heal, 11, 3, Beacon of Light, 53652, 1, 178, , 1337251
heal, 3, 3, Leech, 143924, 1, 127, , 1337265
removedebuff, 3, 3, Moderate Stagger, 124274, , , , 1337424
applydebuff, 3, 3, Light Stagger, 124275, , , , 1337426
damage, 3, 3, Stagger, 124255, 1, 13018, 0, 1337428
damage, 3, 56, Zen Sphere, 124098, 2, 406, ms, 1337454
energize, 3, 3, Keg Smash, 127796, , 2, , 1337631
cast, 3, , Keg Smash, 121253, , , , 1337636
heal, 11, 3, Eternal Flame, 156322, 1, 1303, , 1337769
heal, 11, 3, Eternal Flame, 156322, 1, 391, ms, 1337769
applybuff, 11, 3, Illuminated Healing, 86273, , , , 1337769
refreshbuff, 11, 3, Illuminated Healing, 86273, , , , 1337771
cast, 56, 3, Melee, 1, , , , 1337858
damage, 56, 3, Melee, 1, 8, 0, 0, 1337858
damage, 3, 57, Keg Smash, 121253, 1, 19918, 0, 1337881
damage, 3, 56, Keg Smash, 121253, 2, 39686, 0, 1337881
absorbed, 3, 3, Stance of the Sturdy Ox, 115069, , 12237, , 1338044
absorbed, 11, 3, Illuminated Healing, 86273, , 392, , 1338044
removebuff, 11, 3, Illuminated Healing, 86273, , , , 1338044
damage, 57, 3, Aftershock, 157853, 1, 9684, 12629, 1338046
cast, 3, 56, Melee, 1, , , , 1338257
damage, 3, 56, Melee, 1, 1, 5879, 0, 1338257
damage, 3, 3, Stagger, 124255, 1, 11639, 0, 1338413
heal, 3, 3, Leech, 143924, 1, 1129, , 1338503
removedebuff, 3, 3, Light Stagger, 124275, , , , 1338549
cast, 3, , Purifying Brew, 119582, , , , 1338554
heal, 11, 3, Beacon of Light, 53652, 1, 592, , 1338773
heal, 3, 14, Zen Sphere, 124081, 2, 1352, , 1339114
damage, 3, 56, Zen Sphere, 124098, 2, 1352, 0, 1339114
heal, 1, 3, Riptide, 61295, 1, 4066, , 1339114
heal, 1, 3, Riptide, 61295, 1, 1213, ms, 1339114
heal, 11, 3, Eternal Flame, 156322, 1, 1303, , 1339284
heal, 11, 3, Eternal Flame, 156322, 2, 782, ms, 1339284
applybuff, 11, 3, Illuminated Healing, 86273, , , , 1339284
refreshbuff, 11, 3, Illuminated Healing, 86273, , , , 1339286
cast, 1, 3, Healing Wave, 77472, , , , 1339325
heal, 1, 3, Healing Wave, 77472, 1, 55330, , 1339325
heal, 1, 3, Healing Wave, 77472, 1, 16599, ms, 1339344
cast, 56, 3, Melee, 1, , , , 1339369
absorbed, 3, 3, Stance of the Sturdy Ox, 115069, , 127810, , 1339384
absorbed, 11, 3, Illuminated Healing, 86273, , 483, , 1339384
removebuff, 11, 3, Illuminated Healing, 86273, , , , 1339384
damage, 56, 3, Melee, 1, 1, 104751, 128293, 1339386
applydebuff, 3, 3, Moderate Stagger, 124274, , , , 1339424
damage, 3, 3, Stagger, 124255, 1, 12781, 0, 1339426
heal, 3, 3, Leech, 143924, 1, 47, , 1339738
heal, 12, 3, Atonement, 81751, 1, 146, , 1339857
absorbed, 3, 3, Stance of the Sturdy Ox, 115069, , 12237, , 1340081
damage, 57, 3, Aftershock, 157853, 1, 10076, 12237, 1340084
removedebuff, 57, 3, Aftershock, 157853, , , , 1340084
cast, 3, , Gift of the Ox, 178173, , , , 1340125
applybuff, 3, 3, Tiger Strikes, 120273, , , , 1340193
cast, 3, 56, Melee, 1, , , , 1340196
damage, 3, 56, Melee, 1, 1, 5834, 0, 1340196
heal, 11, 3, Beacon of Light, 53652, 1, 593, , 1340308
heal, 11, 3, Beacon of Light, 53652, 1, 356, , 1340308
damage, 3, 3, Stagger, 124255, 1, 12727, 0, 1340420
refreshbuff, 3, 3, Tiger Power, 125359, , , , 1340576
cast, 3, 56, Tiger Palm, 100787, , , , 1340577
damage, 3, 56, Tiger Palm, 100787, 4, 4382, 1878, 1340577
heal, 11, 3, Eternal Flame, 156322, 1, 1303, , 1340805
applybuff, 11, 3, Illuminated Healing, 86273, , , , 1340805
cast, 1, 3, Riptide, 61295, , , , 1340907
heal, 1, 3, Riptide, 61295, 1, 5036, , 1340930
refreshbuff, 1, 3, Riptide, 61295, , , , 1340930
heal, 3, 3, Leech, 143924, 1, 175, , 1340930
cast, 11, 3, Flash of Light, 19750, , , , 1340932
applydebuff, 57, 3, Aftershock, 157853, , , , 1340934
heal, 11, 3, Flash of Light, 19750, 1, 32530, , 1340962
refreshbuff, 11, 3, Illuminated Healing, 86273, , , , 1340967
heal, 3, 14, Zen Sphere, 124081, 2, 1352, , 1341125
damage, 3, 56, Zen Sphere, 124098, 1, 676, 0, 1341125
cast, 56, 3, Melee, 1, , , , 1341266
absorbed, 3, 3, Stance of the Sturdy Ox, 115069, , 119264, , 1341268
absorbed, 11, 3, Illuminated Healing, 86273, , 7847, , 1341268
removebuff, 11, 3, Illuminated Healing, 86273, , , , 1341268
damage, 56, 3, Melee, 1, 1, 90351, 127111, 1341274
heal, 1, 3, Earth Shield, 379, 2, 11655, , 1341304
heal, 1, 3, Earth Shield, 379, 1, 1749, ms, 1341304
damage, 3, 3, Stagger, 124255, 1, 23380, 0, 1341421
damage, 3, 56, Zen Sphere, 124098, 2, 406, ms, 1341448
heal, 1, 3, Riptide, 61295, 1, 4718, , 1341540
removedebuff, 3, 3, Moderate Stagger, 124274, , , , 1341540
cast, 3, , Purifying Brew, 119582, , , , 1341545
cast, 12, 3, Pain Suppression, 33206, , , , 1341791
applybuff, 12, 3, Pain Suppression, 33206, , , , 1341791
heal, 12, 3, Cascade, 121148, 1, 6916, , 1341821
heal, 11, 3, Beacon of Light, 53652, 1, 1184, , 1341878
heal, 3, 3, Expel Harm, 115072, 1, 57389, , 1341881
heal, 3, 3, Expel Harm, 115072, 2, 34434, ms, 1341883
energize, 3, 3, Expel Harm, 115072, , 1, , 1341883
cast, 3, , Expel Harm, 115072, , , , 1341902
energize, 3, 3, Chi Sphere, 121283, , 1, , 1341902
removebuff, 3, 3, Power Strikes, 129914, , , , 1341904
damage, 3, 56, Expel Harm, 115129, 1, 18938, 0, 1341941
damage, 3, 56, Expel Harm, 115129, 1, 11363, 0, 1341941
applybuff, , 3, Mark of Blackrock, 159679, , , , 1341942
heal, 3, 3, Leech, 143924, 1, 2135, , 1342132
heal, 11, 3, Eternal Flame, 156322, 1, 1185, , 1342226
heal, 11, 3, Eternal Flame, 156322, 2, 711, ms, 1342226
removebuff, 11, 3, Eternal Flame, 156322, , , , 1342226
applybuff, 11, 3, Illuminated Healing, 86273, , , , 1342229
refreshbuff, 11, 3, Illuminated Healing, 86273, , , , 1342230
heal, 3, 3, Healing Sphere, 125355, 1, 25048, , 1342612
heal, 3, 3, Healing Sphere, 125355, 1, 7514, ms, 1342612
cast, 3, 3, Healing Sphere, 125355, , , , 1342612
applydebuff, 3, 3, Light Stagger, 124275, , , , 1342982
absorbed, 3, 3, Stance of the Sturdy Ox, 115069, , 7355, , 1342985
absorbed, 11, 3, Illuminated Healing, 86273, , 439, , 1342985
removebuff, 11, 3, Illuminated Healing, 86273, , , , 1342985
damage, 57, 3, Aftershock, 157853, 1, 5617, 7794, 1342987
cast, 11, 3, Flash of Light, 19750, , , , 1343101
heal, 11, 3, Flash of Light, 19750, 1, 32529, , 1343101
applybuff, 11, 3, Illuminated Healing, 86273, , , , 1343127
heal, 3, 14, Zen Sphere, 124081, 1, 744, , 1343130
heal, 3, 14, Zen Sphere, 124081, 1, 223, ms, 1343130
damage, 3, 56, Zen Sphere, 124098, 1, 743, 0, 1343130
cast, 1, 3, Riptide, 61295, , , , 1343157
heal, 1, 3, Riptide, 61295, 1, 4189, , 1343157
refreshbuff, 1, 3, Riptide, 61295, , , , 1343157
heal, 3, 3, Leech, 143924, 1, 587, , 1343373
cast, 12, 3, Flash Heal, 2061, , , , 1343418
heal, 11, 3, Beacon of Light, 53652, 1, 592, , 1343420
heal, 12, 3, Flash Heal, 2061, 2, 58581, , 1343422
applybuff, 12, 3, Divine Aegis, 47753, , , , 1343447
absorbed, 11, 3, Illuminated Healing, 86273, , 736, , 1343964
damage, 3, 3, Stagger, 124255, 3, 0, 736, 1343964
heal, 1, 3, Riptide, 61295, 1, 3374, , 1343992
heal, 1, 3, Riptide, 61295, 1, 1008, ms, 1343992
removedebuff, 57, 3, Shattered Vertebrae, 157139, , , , 1344073
cast, 56, 3, Melee, 1, , , , 1344300
absorbed, 3, 3, Stance of the Sturdy Ox, 115069, , 42977, , 1344300
absorbed, 11, 3, Illuminated Healing, 86273, , 6809, , 1344300
absorbed, 12, 3, Divine Aegis, 47753, , 28577, , 1344300
removebuff, 11, 3, Illuminated Healing, 86273, , , , 1344300
damage, 56, 3, Melee, 1, 1, 0, 78363, 1344303
cast, 3, 56, Melee, 1, , , , 1344339
damage, 3, 56, Melee, 1, 1, 6265, 0, 1344339
damage, 3, 56, Melee, 1, 5, 2670, ms, 1344339
cast, 3, , Gift of the Ox, 124503, , , , 1344339
heal, 3, 3, Leech, 143924, 1, 153, , 1344606
heal, 3, 3, Gift of the Ox, 124507, 1, 23232, , 1344849
heal, 3, 3, Gift of the Ox, 124507, 1, 6969, ms, 1344849
heal, 3, 3, Gift of the Ox, 124507, 1, 6970, ms, 1344849
heal, 11, 3, Beacon of Light, 53652, 1, 593, , 1344954
heal, 12, 3, Cascade, 121148, 1, 6915, , 1344954
heal, 12, 3, Cascade, 121148, 2, 2075, ms, 1344954
absorbed, 3, 3, Stance of the Sturdy Ox, 115069, , 5667, , 1344986
absorbed, 12, 3, Divine Aegis, 47753, , 4666, , 1344986
damage, 57, 3, Aftershock, 157853, 3, 0, 10333, 1344986
removedebuff, 57, 3, Aftershock, 157853, , , , 1344986
absorbed, 12, 3, Divine Aegis, 47753, , 5526, , 1344989
damage, 3, 3, Stagger, 124255, 3, 0, 5526, 1344989
applydebuff, 57, 3, Aftershock, 157853, , , , 1345028
refreshbuff, 12, 3, Divine Aegis, 47753, , , , 1345032
heal, 3, 14, Zen Sphere, 124081, 1, 744, , 1345108
damage, 3, 56, Zen Sphere, 124098, 1, 743, 0, 1345108
cast, 56, 3, Melee, 1, , , , 1345786
absorbed, 3, 3, Stance of the Sturdy Ox, 115069, , 50200, , 1345793
absorbed, 12, 3, Divine Aegis, 47753, , 41334, , 1345793
damage, 56, 3, Melee, 1, 1, 0, 91534, 1345793
heal, 3, 3, Leech, 143924, 1, 663, , 1345793
heal, 3, 3, Expel Harm, 115072, 1, 29931, , 1345928
heal, 3, 3, Expel Harm, 115072, 1, 0, ms, 1345928
energize, 3, 3, Expel Harm, 115072, , 1, , 1345928
cast, 3, , Expel Harm, 115072, , , , 1345931
damage, 3, 56, Expel Harm, 115129, 1, 9877, 0, 1345955
absorbed, 12, 3, Divine Aegis, 47753, , 7152, , 1345955
removebuff, 12, 3, Divine Aegis, 47753, , , , 1345955
damage, 3, 3, Stagger, 124255, 1, 2842, 7152, 1345958
heal, 1, 3, Riptide, 61295, 1, 2842, , 1346433
cast, 1, 3, Chain Heal, 1064, , , , 1346435
heal, 1, 3, Chain Heal, 1064, 1, 0, , 1346435
heal, 1, 3, Chain Heal, 1064, 2, 0, ms, 1346435
heal, 1, 3, Chain Heal, 1064, 1, 0, ms, 1346435
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1346493
heal, 11, 3, Beacon of Light, 53652, 1, 0, , 1346493
energize, 3, 3, Keg Smash, 127796, , 2, , 1346958
cast, 3, , Keg Smash, 121253, , , , 1346961
damage, 3, 3, Stagger, 124255, 1, 9994, 0, 1346972
absorbed, 3, 3, Stance of the Sturdy Ox, 115069, , 5676, , 1347012
damage, 57, 3, Aftershock, 157853, 1, 4675, 5676, 1347013
removebuff, 16, 3, Sanctity Aura, 167187, , , , 1347019
heal, 3, 3, Leech, 143924, 1, 1470, , 1347056
heal, 3, 14, Zen Sphere, 124081, 1, 744, , 1347113
heal, 3, 14, Zen Sphere, 124081, 2, 446, ms, 1347113
heal, 3, 3, Zen Sphere: Detonate, 124101, 1, 13199, , 1347114
heal, 3, 3, Zen Sphere: Detonate, 124101, 2, 0, ms, 1347114
removebuff, 3, 14, Zen Sphere, 124081, , , , 1347115
damage, 3, 56, Zen Sphere, 124098, 1, 743, 0, 1347117
damage, 3, 57, Zen Sphere: Detonate, 125033, 1, 9786, 0, 1347117
damage, 3, 56, Zen Sphere: Detonate, 125033, 1, 9786, 0, 1347117
heal, 3, 53, Zen Sphere: Detonate, 124101, 1, 9792, , 1347117
heal, 3, 14, Zen Sphere: Detonate, 124101, 1, 9792, , 1347117
heal, 3, 7, Zen Sphere: Detonate, 124101, 2, 19583, , 1347117
heal, 3, 2, Zen Sphere: Detonate, 124101, 1, 9792, , 1347117
damage, 3, 56, Keg Smash, 121253, 1, 21664, 0, 1347246
damage, 3, 57, Keg Smash, 121253, 2, 44225, 0, 1347246
cast, 56, 3, Melee, 1, , , , 1347294
absorbed, 3, 3, Stance of the Sturdy Ox, 115069, , 57432, , 1347294
removebuff, 1, 3, Earth Shield, 974, , , , 1347294
damage, 56, 3, Melee, 1, 1, 47288, 57432, 1347296
heal, 1, 3, Earth Shield, 379, 1, 4032, , 1347318
heal, 1, 3, Earth Shield, 379, 2, 2420, ms, 1347318
damage, 3, 56, Zen Sphere: Detonate, 125033, 2, 5871, ms, 1347450
damage, 3, 57, Zen Sphere: Detonate, 125033, 1, 2936, ms, 1347450
damage, 3, 57, Keg Smash, 121253, 2, 13268, ms, 1347589
damage, 3, 56, Keg Smash, 121253, 1, 6499, ms, 1347589
heal, 11, 3, Beacon of Light, 53652, 1, 6960, , 1347662
